age,annual_income,loan_amount,loan_term_months,credit_score,existing_loans_count,debt_to_income_ratio,credit_utilization,missed_payments_last_12m,employment_years,employment_type,monthly_installment,installment_to_income_ratio,default
36,45702.4,4494.03,12,609.0,1,0.762,0.775,1,20.3,business_owner,374.5,0.098,0
29,51484.65,27032.29,12,629.0,1,0.092,0.106,0,14.1,self_employed,2252.69,0.525,0
29,91750.92,30011.6,60,687.0,0,0.784,0.106,0,13.3,self_employed,500.19,0.065,0
58,50965.16,6581.3,12,538.0,1,0.648,0.401,1,2.8,self_employed,548.44,0.129,0
31,30092.32,5657.9,24,603.0,1,0.303,0.777,2,23.4,business_owner,235.75,0.094,1
42,68260.22,9028.0,12,606.0,0,0.218,0.638,0,2.5,salaried,752.33,0.132,0
53,48599.77,28330.24,48,730.0,1,0.858,0.782,0,6.0,business_owner,590.21,0.146,0
56,40093.62,10441.64,48,660.0,3,0.521,0.05,0,4.9,business_owner,217.53,0.065,0
43,21866.26,14140.76,24,661.0,1,0.343,0.564,1,2.0,self_employed,589.2,0.323,1
54,51153.87,16235.46,60,657.0,0,0.088,0.453,0,24.9,salaried,270.59,0.063,0
29,54962.64,14828.54,36,493.0,2,0.191,0.896,1,27.2,salaried,411.9,0.09,1
44,29789.96,32742.94,12,795.0,2,0.558,0.737,0,18.8,business_owner,2728.58,1.099,0
28,71123.91,8673.83,60,567.0,0,0.486,0.424,0,26.3,salaried,144.56,0.024,1
27,68009.21,12565.07,60,730.0,1,0.694,0.554,1,20.3,self_employed,209.42,0.037,0
56,50234.45,15358.98,12,630.0,0,0.76,0.425,1,20.6,self_employed,1279.92,0.306,1
38,49308.98,12972.7,36,595.0,1,0.388,0.441,0,26.7,business_owner,360.35,0.088,0
23,78670.13,6428.77,12,744.0,1,0.136,0.634,1,2.8,salaried,535.73,0.082,0
48,58909.94,5521.91,36,543.0,0,0.723,0.217,0,1.6,salaried,153.39,0.031,0
26,34505.44,5452.96,24,550.0,0,0.521,0.333,0,1.6,salaried,227.21,0.079,1
64,44408.04,20655.83,36,664.0,1,0.883,0.279,0,12.5,salaried,573.77,0.155,0
64,64758.79,8166.19,60,667.0,2,0.727,0.801,0,28.4,salaried,136.1,0.025,0
41,17744.65,17704.34,24,724.0,0,0.33,0.942,0,26.1,salaried,737.68,0.499,0
48,30768.2,14073.46,48,714.0,1,0.414,0.414,0,23.5,salaried,293.2,0.114,0
60,68945.31,7443.42,24,644.0,0,0.25,0.077,1,12.1,self_employed,310.14,0.054,0
21,89719.09,7555.72,36,659.0,0,0.485,0.094,0,24.7,salaried,209.88,0.028,0
56,81676.73,14478.32,24,637.0,1,0.654,0.4,0,6.6,business_owner,603.26,0.089,1
41,76622.55,13997.18,24,778.0,3,0.571,0.395,1,17.6,self_employed,583.22,0.091,0
63,52306.29,17947.74,48,562.0,0,0.341,0.146,1,22.4,salaried,373.91,0.086,1
55,29306.02,10152.72,36,653.0,0,0.75,0.807,0,2.8,salaried,282.02,0.115,1
33,44430.8,8038.32,60,719.0,1,0.139,0.5,0,26.2,self_employed,133.97,0.036,0
30,18094.54,14270.11,24,750.0,0,0.171,0.109,1,21.8,salaried,594.59,0.394,0
64,93932.15,31318.1,12,590.0,0,0.394,0.099,0,16.0,salaried,2609.84,0.333,0
30,32579.66,4332.9,60,563.0,0,0.647,0.446,1,1.9,salaried,72.21,0.027,1
33,37546.19,8271.48,24,538.0,0,0.64,0.117,1,20.8,salaried,344.64,0.11,0
57,83225.54,19039.37,60,619.0,1,0.362,0.561,1,13.4,salaried,317.32,0.046,0
58,21865.96,15212.78,12,673.0,1,0.642,0.385,0,22.1,salaried,1267.73,0.696,0
44,27046.12,19206.64,60,608.0,2,0.101,0.92,0,1.1,salaried,320.11,0.142,0
22,56049.23,10323.8,60,713.0,0,0.297,0.419,0,17.2,salaried,172.06,0.037,0
42,63588.65,5078.9,12,644.0,2,0.64,0.614,1,13.4,self_employed,423.24,0.08,0
37,47294.51,36420.81,12,705.0,2,0.206,0.811,0,12.9,salaried,3035.07,0.77,0
56,48072.16,25598.82,12,663.0,1,0.231,0.303,0,15.5,salaried,2133.24,0.533,0
34,92428.35,13167.32,48,498.0,2,0.124,0.512,1,3.7,salaried,274.32,0.036,1
30,67383.75,8062.7,12,547.0,2,0.36,0.121,0,28.1,business_owner,671.89,0.12,0
55,62980.79,9953.3,60,754.0,2,0.751,0.433,2,21.1,salaried,165.89,0.032,0
45,72245.35,15328.21,12,566.0,3,0.761,0.376,2,2.5,salaried,1277.35,0.212,1
23,42180.14,11487.57,24,727.0,0,0.783,0.428,1,2.4,salaried,478.65,0.136,0
58,145303.92,13244.01,12,661.0,2,0.081,0.107,2,6.3,salaried,1103.67,0.091,0
37,15463.45,35104.42,12,561.0,0,0.894,0.398,2,7.2,business_owner,2925.37,2.27,1
32,101616.43,23253.36,36,717.0,0,0.477,0.87,0,14.8,self_employed,645.93,0.076,0
44,76960.98,6617.9,60,607.0,2,0.792,0.937,1,16.1,salaried,110.3,0.017,1
49,55500.32,13990.75,60,664.0,1,0.819,0.242,0,4.4,salaried,233.18,0.05,0
63,51022.12,9776.94,24,631.0,0,0.487,0.301,0,29.2,salaried,407.37,0.096,0
45,45352.63,15974.77,48,407.0,1,0.093,0.01,0,24.7,business_owner,332.81,0.088,0
56,85111.87,12861.6,36,711.0,0,0.558,0.116,1,19.0,salaried,357.27,0.05,0
46,48053.38,79270.34,24,719.0,0,0.334,0.345,0,8.3,business_owner,3302.93,0.825,0
58,34066.09,17284.35,24,606.0,1,0.226,0.685,0,27.3,salaried,720.18,0.254,0
21,76956.18,12326.29,60,708.0,2,0.205,0.292,1,9.5,salaried,205.44,0.032,0
40,108269.97,40368.44,36,572.0,1,0.525,0.075,0,9.6,salaried,1121.35,0.124,0
48,18702.56,15113.29,60,573.0,0,0.139,0.731,0,10.6,salaried,251.89,0.162,0
36,159300.23,5370.98,48,672.0,3,0.748,0.467,0,1.4,salaried,111.9,0.008,0
37,29191.54,12398.51,60,587.0,0,0.243,0.519,0,1.9,salaried,206.64,0.085,0
60,30328.73,19306.98,12,638.0,1,0.517,0.326,1,14.3,salaried,1608.92,0.637,1
48,26306.07,17867.12,60,565.0,1,0.157,0.613,2,26.5,salaried,297.79,0.136,0
32,49041.62,24418.71,12,534.0,2,0.781,0.891,0,28.3,salaried,2034.89,0.498,1
47,25851.94,14650.5,24,669.0,1,0.638,0.554,0,23.3,business_owner,610.44,0.283,0
62,27470.55,14042.82,48,670.0,1,0.226,0.588,0,12.1,salaried,292.56,0.128,0
50,34742.71,5758.98,12,652.0,0,0.658,0.374,1,9.3,salaried,479.92,0.166,1
61,52534.63,33424.8,48,624.0,0,0.12,0.083,1,6.5,salaried,696.35,0.159,0
54,55128.76,11121.53,60,587.0,0,0.706,0.429,1,16.2,self_employed,185.36,0.04,0
57,91180.71,7422.56,60,553.0,0,0.467,0.925,1,14.5,salaried,123.71,0.016,0
26,90135.95,64650.09,24,549.0,2,0.152,0.68,0,14.0,salaried,2693.75,0.359,1
27,81822.35,36609.07,60,596.0,2,0.518,0.49,0,9.5,salaried,610.15,0.089,1
52,43010.15,10212.33,12,742.0,1,0.221,0.621,1,17.5,salaried,851.03,0.237,0
52,19524.18,4322.53,24,671.0,0,0.622,0.559,0,18.2,salaried,180.11,0.111,0
45,19309.31,8681.22,48,682.0,3,0.652,0.912,1,26.3,salaried,180.86,0.112,1
53,81541.3,34457.48,24,537.0,1,0.697,0.224,0,22.8,salaried,1435.73,0.211,0
27,74747.96,14854.05,48,667.0,0,0.811,0.889,0,9.9,self_employed,309.46,0.05,0
32,36013.45,5945.19,36,680.0,0,0.607,0.688,0,11.4,self_employed,165.14,0.055,0
36,23852.2,21383.8,12,793.0,2,0.468,0.128,1,7.2,salaried,1781.98,0.897,0
36,29039.86,11779.14,12,648.0,1,0.776,0.372,0,5.1,salaried,981.59,0.406,1
63,53495.2,9052.34,48,615.0,2,0.815,0.436,1,3.3,salaried,188.59,0.042,1
56,53545.15,9473.9,60,581.0,3,0.714,0.083,0,1.0,salaried,157.9,0.035,0
33,82558.77,29255.87,60,655.0,1,0.851,0.554,0,12.5,self_employed,487.6,0.071,0
27,39136.97,18545.49,36,632.0,2,0.883,0.259,1,28.8,salaried,515.15,0.158,1
56,43389.9,5477.29,48,751.0,2,0.264,0.458,0,16.1,salaried,114.11,0.032,0
29,86048.01,16652.46,36,731.0,1,0.206,0.439,0,22.3,business_owner,462.57,0.065,0
52,16940.33,14250.81,48,560.0,0,0.431,0.522,0,11.9,salaried,296.89,0.21,1
31,57453.23,10381.24,36,648.0,2,0.897,0.846,0,11.5,salaried,288.37,0.06,1
28,41476.64,10714.91,48,870.0,1,0.125,0.781,1,3.8,salaried,223.23,0.065,0
53,70009.06,7950.33,12,518.0,1,0.655,0.873,1,9.0,salaried,662.53,0.114,1
43,63341.96,8977.57,36,633.0,0,0.773,0.572,2,27.9,self_employed,249.38,0.047,1
45,34608.17,15896.18,36,718.0,0,0.897,0.616,0,14.7,salaried,441.56,0.153,0
28,38037.68,11310.18,48,629.0,5,0.577,0.43,2,6.1,salaried,235.63,0.074,1
42,15506.46,18534.87,24,621.0,1,0.373,0.717,0,19.9,salaried,772.29,0.598,0
24,71324.54,8341.62,24,608.0,1,0.192,0.205,1,12.2,salaried,347.57,0.058,0
60,55264.55,20424.63,12,554.0,1,0.884,0.475,1,24.8,business_owner,1702.05,0.37,1
23,98642.37,29397.55,60,635.0,1,0.836,0.714,0,2.8,salaried,489.96,0.06,0
49,40146.88,13305.46,60,742.0,1,0.734,0.778,0,15.7,business_owner,221.76,0.066,1
61,77432.96,18258.32,12,536.0,1,0.852,0.248,0,24.0,self_employed,1521.53,0.236,1
49,28711.04,18690.78,60,674.0,2,0.102,0.182,1,25.6,self_employed,311.51,0.13,0
54,12677.77,9884.68,48,747.0,0,0.587,0.289,0,11.9,salaried,205.93,0.195,0
54,46758.11,18732.57,24,648.0,0,0.284,0.92,2,22.2,salaried,780.52,0.2,1
48,36925.55,3425.28,12,612.0,0,0.701,0.129,0,29.0,salaried,285.44,0.093,0
33,28986.61,2697.44,48,711.0,0,0.131,0.953,0,18.7,business_owner,56.2,0.023,0
35,76807.13,10963.35,12,569.0,1,0.27,0.995,0,24.3,self_employed,913.61,0.143,1
43,89690.79,19537.28,24,688.0,1,0.773,0.783,0,17.2,self_employed,814.05,0.109,0
64,51674.03,12695.06,60,635.0,0,0.687,0.76,0,23.7,salaried,211.58,0.049,0
46,44745.25,20900.41,48,656.0,0,0.893,0.953,0,28.2,business_owner,435.43,0.117,0
24,50582.16,6496.11,24,801.0,0,0.597,0.291,0,21.3,self_employed,270.67,0.064,0
46,35367.09,22690.55,12,754.0,2,0.308,0.129,0,4.6,self_employed,1890.88,0.642,0
60,64945.13,35499.99,36,783.0,0,0.516,0.823,0,2.5,salaried,986.11,0.182,0
29,22704.4,8796.89,48,576.0,2,0.852,0.171,0,24.4,business_owner,183.27,0.097,0
25,28665.83,21217.87,12,558.0,1,0.604,0.045,0,7.8,salaried,1768.16,0.74,0
52,33003.52,13543.89,12,692.0,0,0.799,0.196,0,26.3,salaried,1128.66,0.41,0
40,64259.04,17415.3,24,679.0,3,0.069,0.438,0,5.9,salaried,725.64,0.136,0
31,42140.1,35457.39,12,472.0,0,0.364,0.495,1,27.3,salaried,2954.78,0.841,1
35,96779.96,16258.68,48,680.0,1,0.845,0.063,1,24.2,salaried,338.72,0.042,0
52,73251.56,21134.57,48,834.0,2,0.083,0.443,0,26.4,salaried,440.3,0.072,0
48,32841.67,6261.49,12,821.0,0,0.491,0.604,1,7.0,self_employed,521.79,0.191,0
42,67287.71,20747.57,24,587.0,0,0.345,0.932,0,26.4,business_owner,864.48,0.154,0
61,39970.48,35101.68,48,714.0,2,0.599,0.227,0,17.6,business_owner,731.28,0.22,0
37,62105.53,7676.35,36,570.0,2,0.188,0.211,0,2.5,salaried,213.23,0.041,0
46,75048.22,11005.89,60,641.0,2,0.605,0.389,0,27.9,salaried,183.43,0.029,0
64,85592.87,20164.44,24,576.0,1,0.893,0.984,0,5.8,self_employed,840.18,0.118,1
27,54231.15,17477.52,24,545.0,2,0.28,0.336,0,6.4,salaried,728.23,0.161,1
62,109104.55,5908.59,60,729.0,1,0.442,0.044,0,21.1,business_owner,98.48,0.011,0
46,61123.84,14749.24,60,676.0,1,0.075,0.266,0,17.5,self_employed,245.82,0.048,0
45,52445.3,10942.3,48,690.0,3,0.419,0.558,0,27.1,self_employed,227.96,0.052,0
30,42139.58,7471.17,12,707.0,2,0.395,0.413,0,9.2,salaried,622.6,0.177,0
39,35751.43,30152.86,12,668.0,1,0.53,0.774,1,1.3,business_owner,2512.74,0.843,1
31,60472.37,13403.57,36,557.0,0,0.268,0.607,0,29.8,salaried,372.32,0.074,0
33,51553.68,24096.68,12,669.0,2,0.329,0.559,1,9.4,business_owner,2008.06,0.467,1
28,55849.33,6607.44,36,630.0,1,0.568,0.323,0,4.9,business_owner,183.54,0.039,1
60,62340.9,19022.3,36,633.0,0,0.822,0.552,0,29.5,salaried,528.4,0.102,0
24,55731.5,25260.92,24,565.0,0,0.25,0.616,0,16.9,business_owner,1052.54,0.227,0
51,134141.13,11553.12,24,514.0,1,0.626,0.179,0,4.5,salaried,481.38,0.043,1
48,37647.34,9913.89,48,599.0,2,0.495,0.736,0,25.1,self_employed,206.54,0.066,0
31,60848.76,6108.5,60,699.0,0,0.139,0.393,1,28.4,salaried,101.81,0.02,0
63,43745.91,7936.03,60,644.0,0,0.531,0.742,0,26.4,salaried,132.27,0.036,0
21,14317.87,10182.44,36,810.0,1,0.652,0.178,0,6.0,self_employed,282.85,0.237,0
58,44500.85,7438.71,60,644.0,1,0.559,0.657,0,1.6,business_owner,123.98,0.033,0
44,30691.82,8427.3,36,668.0,2,0.139,0.027,1,11.1,salaried,234.09,0.092,0
51,47410.01,14689.06,60,651.0,3,0.776,0.159,1,10.6,salaried,244.82,0.062,1
61,48377.92,15782.75,48,554.0,1,0.085,0.891,0,12.2,salaried,328.81,0.082,0
46,59437.4,25706.7,24,648.0,2,0.251,0.461,0,24.0,business_owner,1071.11,0.216,0
25,37605.68,8458.57,24,554.0,3,0.573,0.508,0,0.3,salaried,352.44,0.112,0
40,40032.77,13546.87,36,644.0,1,0.235,0.908,0,20.2,business_owner,376.3,0.113,0
61,69587.96,10398.14,60,492.0,0,0.137,0.485,0,29.6,business_owner,173.3,0.03,1
31,32711.13,9966.46,12,644.0,1,0.485,0.655,0,12.0,business_owner,830.54,0.305,0
53,19550.84,11051.44,48,663.0,5,0.664,0.222,2,14.6,self_employed,230.24,0.141,0
58,53024.84,11876.24,60,670.0,1,0.399,0.082,1,18.8,salaried,197.94,0.045,0
47,83736.01,15525.48,12,521.0,0,0.644,0.353,0,8.6,self_employed,1293.79,0.185,0
54,69188.52,10957.56,48,693.0,0,0.782,0.799,0,21.6,self_employed,228.28,0.04,0
35,53516.33,27900.46,48,709.0,0,0.865,0.447,0,6.1,business_owner,581.26,0.13,1
52,91612.47,4804.75,24,564.0,2,0.248,0.168,1,1.9,self_employed,200.2,0.026,0
41,84204.92,25143.94,36,739.0,0,0.565,0.545,2,24.0,salaried,698.44,0.1,0
25,41545.43,10709.62,60,667.0,0,0.277,0.264,0,5.3,salaried,178.49,0.052,0
26,55479.06,11928.67,48,645.0,1,0.79,0.947,0,21.9,salaried,248.51,0.054,1
58,56683.03,13282.87,60,701.0,1,0.807,0.577,0,26.1,self_employed,221.38,0.047,1
42,46939.96,20401.94,48,796.0,1,0.324,0.983,0,1.4,salaried,425.04,0.109,0
38,86432.91,7877.97,24,637.0,1,0.599,0.043,0,21.2,salaried,328.25,0.046,0
34,45430.08,9008.15,36,606.0,1,0.805,0.012,1,19.4,salaried,250.23,0.066,0
30,38172.12,18039.8,12,837.0,1,0.482,0.477,0,18.7,business_owner,1503.32,0.473,1
33,13416.35,4822.72,12,634.0,1,0.662,0.862,0,8.9,salaried,401.89,0.359,0
51,32887.5,13088.64,24,683.0,1,0.731,0.524,0,1.4,salaried,545.36,0.199,0
50,25394.58,8278.05,48,634.0,1,0.791,0.876,1,3.0,salaried,172.46,0.081,0
23,48040.61,7295.86,24,505.0,1,0.488,0.131,2,8.2,business_owner,303.99,0.076,1
50,26190.59,4998.64,36,622.0,1,0.851,0.699,1,12.2,business_owner,138.85,0.064,1
26,66459.12,21234.47,12,750.0,2,0.585,0.66,0,27.5,self_employed,1769.54,0.32,0
49,85324.66,14695.48,60,577.0,0,0.179,0.545,0,20.5,salaried,244.92,0.034,0
28,48263.05,8925.18,12,769.0,1,0.571,0.405,0,0.8,salaried,743.76,0.185,0
64,29971.17,12103.69,36,719.0,0,0.304,0.647,0,27.6,salaried,336.21,0.135,0
63,56568.08,6934.54,48,560.0,0,0.366,0.55,1,21.6,salaried,144.47,0.031,0
64,126340.7,9684.56,24,542.0,1,0.738,0.273,0,14.8,self_employed,403.52,0.038,1
53,108146.31,11860.78,12,539.0,0,0.877,0.105,2,13.9,self_employed,988.4,0.11,1
37,24269.13,13882.3,12,613.0,1,0.789,0.387,0,28.0,self_employed,1156.86,0.572,0
31,23823.06,16902.86,60,552.0,1,0.327,0.512,1,16.5,self_employed,281.71,0.142,0
33,20957.08,4521.0,24,760.0,0,0.436,0.509,0,15.1,salaried,188.38,0.108,0
31,27764.41,16934.45,60,543.0,1,0.886,0.426,1,23.2,salaried,282.24,0.122,0
51,55592.09,4744.31,60,570.0,2,0.835,0.327,3,17.8,self_employed,79.07,0.017,1
48,37110.41,17307.93,48,787.0,3,0.88,0.35,0,7.5,business_owner,360.58,0.117,0
64,32230.39,11754.76,12,626.0,0,0.418,0.266,1,30.0,self_employed,979.56,0.365,0
26,82417.65,25716.19,24,688.0,1,0.73,0.58,0,8.4,salaried,1071.51,0.156,0
61,63898.21,8913.45,48,692.0,1,0.791,0.85,0,20.5,business_owner,185.7,0.035,0
36,20903.02,21343.53,48,519.0,0,0.088,0.88,0,14.7,salaried,444.66,0.255,0
24,80086.48,6631.35,48,722.0,0,0.276,0.994,0,3.7,salaried,138.15,0.021,0
55,63134.17,14236.05,36,705.0,2,0.801,0.089,1,28.8,salaried,395.45,0.075,0
46,63839.77,3933.16,36,709.0,1,0.38,0.214,0,10.1,salaried,109.25,0.021,0
32,36855.6,22693.59,48,589.0,0,0.287,0.73,1,19.7,salaried,472.78,0.154,0
31,44638.32,37651.35,36,676.0,1,0.282,0.645,2,22.1,salaried,1045.87,0.281,0
57,18281.4,8787.33,24,634.0,0,0.369,0.134,0,11.8,salaried,366.14,0.24,0
45,75621.31,14379.78,12,658.0,0,0.257,0.631,1,7.8,salaried,1198.32,0.19,0
38,29748.57,17436.18,24,580.0,1,0.053,0.406,1,1.8,salaried,726.51,0.293,0
39,31719.45,5270.32,12,633.0,2,0.197,0.957,1,28.5,salaried,439.19,0.166,0
43,31505.88,8523.1,36,738.0,1,0.8,0.855,1,17.5,self_employed,236.75,0.09,0
58,120595.9,8212.35,24,477.0,2,0.114,0.073,1,21.5,salaried,342.18,0.034,1
38,35089.18,56626.83,60,617.0,1,0.401,0.09,0,14.1,self_employed,943.78,0.323,0
46,78521.69,25021.27,48,707.0,3,0.438,0.417,0,7.0,salaried,521.28,0.08,0
26,48436.26,11728.19,12,552.0,1,0.711,0.008,0,29.9,salaried,977.35,0.242,0
24,32384.82,21320.5,12,686.0,2,0.265,0.094,0,29.0,self_employed,1776.71,0.658,0
64,29578.41,15165.07,60,692.0,3,0.313,0.933,0,25.8,self_employed,252.75,0.103,0
49,35795.3,19069.06,60,636.0,0,0.062,0.792,0,27.5,self_employed,317.82,0.107,0
54,47229.28,7100.29,48,677.0,1,0.817,0.673,0,17.3,salaried,147.92,0.038,0
37,66228.66,30455.62,36,797.0,2,0.633,0.83,0,11.0,self_employed,845.99,0.153,0
63,38735.21,8428.35,24,589.0,1,0.273,0.25,1,10.3,business_owner,351.18,0.109,0
63,38017.21,8694.25,24,525.0,1,0.804,0.726,0,28.0,salaried,362.26,0.114,0
36,31552.95,19036.93,24,612.0,2,0.124,0.616,0,28.8,business_owner,793.21,0.302,0
22,26983.45,16439.73,36,560.0,1,0.363,0.849,1,13.2,salaried,456.66,0.203,0
54,25878.16,13546.64,48,685.0,1,0.529,0.283,0,18.2,self_employed,282.22,0.131,0
28,80339.32,22109.44,24,609.0,2,0.48,0.764,1,24.2,salaried,921.23,0.138,0
33,37630.89,6656.62,12,705.0,3,0.607,0.853,0,21.1,self_employed,554.72,0.177,0
62,39334.69,40401.09,12,676.0,4,0.303,0.549,2,26.1,salaried,3366.76,1.027,1
28,35125.89,9893.24,12,588.0,1,0.694,0.414,0,18.3,salaried,824.44,0.282,1
50,41838.48,12669.51,60,567.0,1,0.395,0.949,1,17.5,salaried,211.16,0.061,1
52,59014.42,40777.92,60,525.0,1,0.157,0.169,2,11.3,business_owner,679.63,0.138,1
56,38428.69,8728.39,36,745.0,0,0.679,0.036,0,2.2,salaried,242.46,0.076,0
50,53657.15,24681.9,24,697.0,0,0.825,0.179,0,1.7,salaried,1028.41,0.23,1
21,99618.61,11747.63,60,613.0,1,0.36,0.683,0,4.6,self_employed,195.79,0.024,0
63,32538.13,8061.86,12,705.0,3,0.551,0.789,0,1.7,salaried,671.82,0.248,1
59,39350.57,10612.17,60,551.0,2,0.635,0.717,1,16.1,salaried,176.87,0.054,0
37,67543.7,18765.36,12,571.0,0,0.757,0.42,2,12.1,salaried,1563.78,0.278,1
40,103636.83,24552.28,24,562.0,2,0.218,0.968,0,0.8,salaried,1023.01,0.118,1
44,26340.02,15296.26,36,675.0,3,0.534,0.444,0,0.7,salaried,424.9,0.194,0
42,20943.8,5121.66,48,596.0,0,0.679,0.981,0,15.7,salaried,106.7,0.061,1
49,49005.94,19561.51,48,519.0,0,0.219,0.918,1,16.5,salaried,407.53,0.1,1
42,46539.73,12267.65,12,658.0,0,0.452,0.407,1,1.1,salaried,1022.3,0.264,1
64,69569.72,6894.71,60,702.0,4,0.445,0.161,1,20.1,salaried,114.91,0.02,1
29,64458.71,16445.98,60,638.0,0,0.763,0.09,0,3.8,salaried,274.1,0.051,0
57,48195.38,26378.48,12,753.0,3,0.711,0.531,0,14.8,self_employed,2198.21,0.547,0
30,82835.12,13413.69,24,722.0,4,0.247,0.763,0,4.8,salaried,558.9,0.081,0
56,34873.8,23248.59,12,751.0,1,0.248,0.176,3,1.2,salaried,1937.38,0.667,1
57,54490.98,17631.42,24,721.0,0,0.665,0.318,2,6.4,self_employed,734.64,0.162,0
48,26692.73,17768.5,36,671.0,1,0.679,0.631,0,13.9,salaried,493.57,0.222,0
48,47999.02,11122.3,36,538.0,3,0.202,0.461,1,22.3,salaried,308.95,0.077,1
62,23610.2,21833.87,12,619.0,3,0.4,0.604,1,8.0,salaried,1819.49,0.925,1
63,28059.38,23121.25,36,604.0,1,0.752,0.676,2,20.6,salaried,642.26,0.275,0
41,115234.67,21495.54,60,570.0,1,0.118,0.381,1,25.9,business_owner,358.26,0.037,0
44,19687.34,11067.06,24,598.0,1,0.368,0.786,0,8.1,business_owner,461.13,0.281,0
62,43988.09,24126.06,48,518.0,0,0.598,0.703,0,15.7,self_employed,502.63,0.137,1
60,74132.37,16844.66,48,730.0,1,0.705,0.688,1,12.3,salaried,350.93,0.057,0
22,148847.53,7454.74,36,555.0,1,0.605,0.149,1,0.8,salaried,207.08,0.017,1
28,53558.91,10626.48,24,723.0,2,0.388,0.474,0,11.8,salaried,442.77,0.099,0
47,55111.3,9718.19,60,769.0,0,0.893,0.577,0,11.3,business_owner,161.97,0.035,0
42,50003.22,4053.2,48,581.0,0,0.085,0.226,1,18.7,self_employed,84.44,0.02,0
57,83167.94,24392.91,60,600.0,1,0.471,0.759,2,26.0,salaried,406.55,0.059,1
47,60830.82,85880.5,60,695.0,2,0.484,0.121,1,20.2,salaried,1431.34,0.282,0
49,36770.68,27584.48,48,611.0,0,0.254,0.15,0,10.7,salaried,574.68,0.188,0
23,85626.99,14731.09,48,578.0,0,0.525,0.413,0,13.5,salaried,306.9,0.043,1
64,38906.03,9803.64,36,690.0,0,0.237,0.135,1,26.6,salaried,272.32,0.084,0
33,22043.03,7669.06,24,583.0,0,0.427,0.012,0,19.2,self_employed,319.54,0.174,1
30,22078.02,14623.53,12,842.0,1,0.417,0.411,1,11.7,business_owner,1218.63,0.662,0
56,44332.17,23884.47,24,701.0,2,0.707,0.649,2,18.0,salaried,995.19,0.269,0
29,51612.58,8912.86,12,710.0,1,0.851,0.495,0,19.3,business_owner,742.74,0.173,0
47,79048.32,62227.74,48,642.0,3,0.222,0.052,0,14.5,business_owner,1296.41,0.197,0
54,67535.47,5823.19,60,818.0,0,0.893,0.232,1,26.0,business_owner,97.05,0.017,0
21,51017.58,15286.1,24,583.0,3,0.849,0.524,1,24.4,self_employed,636.92,0.15,0
52,81288.13,13935.25,60,718.0,2,0.146,0.738,0,15.7,business_owner,232.25,0.034,0
45,49334.01,13412.95,24,530.0,1,0.826,0.794,1,28.8,salaried,558.87,0.136,1
49,25713.13,9496.58,24,856.0,0,0.53,0.519,0,28.6,salaried,395.69,0.185,0
27,23058.13,14037.39,60,724.0,1,0.797,0.646,0,29.0,salaried,233.96,0.122,0
23,92906.03,10199.94,36,565.0,0,0.854,0.903,2,6.6,salaried,283.33,0.037,1
40,15952.73,28932.87,48,697.0,1,0.78,0.065,1,3.1,business_owner,602.77,0.453,0
40,44339.43,35329.18,36,746.0,0,0.392,0.099,0,18.6,self_employed,981.37,0.266,0
50,217705.12,10581.62,36,570.0,1,0.591,0.458,1,21.8,salaried,293.93,0.016,1
55,61673.94,4979.17,24,609.0,1,0.445,0.61,0,9.2,business_owner,207.47,0.04,0
55,44166.8,16164.75,48,561.0,1,0.361,0.005,1,16.1,salaried,336.77,0.091,0
59,21115.64,15818.84,24,693.0,3,0.263,0.453,0,19.4,salaried,659.12,0.375,0
47,110049.47,14230.28,12,666.0,0,0.425,0.173,0,13.9,salaried,1185.86,0.129,0
46,89941.43,18393.85,24,653.0,1,0.735,0.645,0,16.2,salaried,766.41,0.102,0
34,69037.04,30604.94,60,578.0,0,0.767,0.268,2,2.3,salaried,510.08,0.089,1
37,49007.08,22021.69,24,631.0,0,0.864,0.902,0,29.8,self_employed,917.57,0.225,0
38,65251.62,18377.11,12,586.0,1,0.297,0.064,2,11.4,salaried,1531.43,0.282,0
49,45510.1,21001.5,24,694.0,2,0.603,0.809,1,6.2,business_owner,875.06,0.231,1
40,30132.8,15535.54,12,555.0,1,0.64,0.392,1,14.4,self_employed,1294.63,0.516,1
47,79076.22,7575.96,48,578.0,0,0.213,0.857,1,9.5,salaried,157.83,0.024,0
38,47794.73,31897.21,24,723.0,3,0.362,0.815,0,11.7,self_employed,1329.05,0.334,0
24,63638.38,14207.85,12,610.0,4,0.341,0.239,0,16.9,salaried,1183.99,0.223,0
21,46140.13,7573.7,48,808.0,1,0.888,0.051,1,8.4,salaried,157.79,0.041,0
21,61753.73,6790.04,60,668.0,1,0.865,0.696,0,20.0,self_employed,113.17,0.022,0
46,48666.86,7702.66,36,487.0,2,0.749,0.204,2,13.0,business_owner,213.96,0.053,1
40,46804.05,6376.51,12,531.0,1,0.452,0.931,1,2.5,business_owner,531.38,0.136,1
43,49761.4,19956.91,60,597.0,0,0.274,0.067,2,26.6,salaried,332.62,0.08,0
30,215439.38,12027.28,48,717.0,1,0.829,0.324,1,14.3,salaried,250.57,0.014,0
31,73218.51,21281.7,60,708.0,1,0.278,0.013,1,27.7,self_employed,354.7,0.058,0
61,178622.33,26948.53,24,606.0,4,0.494,0.317,0,11.4,self_employed,1122.86,0.075,0
61,48822.61,23074.17,36,761.0,2,0.258,0.541,1,16.3,salaried,640.95,0.158,0
